post_id,pickup_location,dropoff_location,pickup_time,available_seats,price_per_seat,additional_info
86fa373e-9318-4356-a2ef-b4e62846ec35,Waterloo,Toronto,"2015-07-28 21:30:37",1,28,InoSbEZdtSKcsWiALLFuUDAmWaKaEgNXPPepQrHxIebhnRJpBHlvRfRWuXTFxVqTcdubsZDwqcGPEBzrAiKgdsbfqlNrwFcQYAFHiIzcGWYHPdEfPiRESVjm
8de0f2d1-13ee-4ebf-9ebc-73b9b0775e95,Waterloo,Toronto,"2049-10-08 13:19:14",1,22,WHThPsORdTdCyMxDNbsecbtznlGsRqSGeqRTVbriYRgHvOsmdHmXBcHxsyJGGJCvRNuNTHIuzxibJvrxXUFxLKDYfBqzriNDyleIFEZLXCleSLkvzkSTnpap
8e45f3c1-5391-435a-b097-34f617c30de6,Waterloo,Toronto,"2043-03-12 04:52:08",4,71,TZpaSPsDytLMCdfmaOAbaVLWssiXJLquvLKRciicyqIOjkNXwgAjPjhpHFKuUpUbZWiSnLCitNyQjLKyOdBQZsmrUctNdhETrnNgtBDtMBLwtoNKeuQfDKyW
98c424d3-d8a1-4fae-8db5-287317c41c77,Waterloo,Toronto,"2072-11-30 20:50:52",1,81,QadaeTHECawRBvjHpGDkmLdkQakBGWSNNHHLezOGJSvVExTkHFVVOixYhzQCKkidkiOPBcAweVOnobRxFGUAjoTxNSUOodjlYbpaMiIyIqyYndymJlMUrTOj
9af286de-7a14-44f7-8a3e-916b17aa1591,Waterloo,Toronto,"2032-08-19 18:14:11",4,7,dugheFAKpxcwviBjMDcVmoSdVRhGMPuZjzEhtNUVwKWfffUDnoLErJcXvqRDzIoBaGAiJAAsyAAdJMbRIQSIwIvgadTVxJZpInsFUjUPCFxbSizmBbEmTVdN
a09732fc-dc39-4664-b846-e155af8676f9,Waterloo,Toronto,"1984-12-20 11:18:30",4,53,GwpqWUaxgyjDMinCfuEXgmHJEXUjFnjNoyUxtYeidmZAxylRdTATBlYMnLwnNdxjChNsCHxGseBuCkaRduZJzRNNNCWikKdrLirusbAYkbqqtootRWIPWDBJ
a2ac0b7f-5fdd-4514-b30d-7e4de8389353,Waterloo,Toronto,"2062-09-11 03:17:14",3,63,jaLmCXpvtciNhKHYMmmQVFLrxieFsKbhwnyxySMNCgDwfYmuxvHjzkyZyxNttxEydzQWMITsVMtqgWbWRTUuUKHeYfWYVJMWSAfbQfwdUSzHOISfhsPxzSCK
a3f54ff1-75cc-4283-9520-95bb68dbe5d6,Waterloo,Toronto,"2012-09-14 17:34:43",2,64,chSqThOITokpipbmhpFXEffDNdBMEyxNvPrWpvpPBnQabsrCzhJakisbZpMMBSiqlRSEQTnclxffYkRzPOlepjHXMiYpzuYlxOhQyifMxlbglMhfugJEFStn
a438c9e5-e331-4638-9e23-688e2c28b191,Waterloo,Toronto,"2040-06-13 02:21:14",3,16,oHmiHsXjCODNaRkrBoCSskoKzFWzWRhDuyaPooJsPAxCbqFjSSBLIQOFfXCZcQZYoNQCCaTqlFKMTZTnvFgdzrZAIbEWszSetycYjwibhSPhYsMKWDdfBODw
a7a6e1ab-d360-4f4a-9026-5eea0a37167a,Waterloo,Toronto,"1988-10-17 20:40:11",1,9,COScXDFCpojyDnVEAYekqQsTXNMIxJFBEfBlIXNZfEITHXpgBHNvjdAmqzjnpDEXftCzMHyfscGOPesNTMSQIbOSrIpbIbUzMAHZLKCkfGaGGFAZEGDkcUoE
ae2e3740-ee3d-4901-81f8-5ce7c2d3b409,Waterloo,Toronto,"1986-05-27 14:51:39",1,50,gijmPesmUmlXmCnJvezeyQCXMdTZusibXRpqIxFikyKHRfnQSoMMEAZojXSGFHLFveogtLZPdLGLIvOIxVdStNerNCltrxRDwiWizDprsydlaBshVFKYuyei
b15f1d06-13f0-43e9-af18-d3c3100067a5,Waterloo,Toronto,"2042-04-22 18:56:21",3,74,PTtMWXmKBkvBMNoxwCAHULCAFBuoWFTFDVTsLMIhPPEfXJKiqwdzvGCjZzikJxRONtnyZCCiXLjHtgJvAxwLXkfUDbMjrGrLCUtmirDxWvFodqeaaIfIjeot
b335066a-89b0-49a6-b74a-1616430bec4b,Waterloo,Toronto,"2070-11-24 14:03:02",1,24,aBtLiOfPrZRxpmASBfEWZULxwsbuOlasXTIysuWHCPigojgWPAfqTZNLQjpZVWPMjXHApXcuraQzlGGtLtGcdLnLApHNlAnrCdxmmxNXULIfwkappEjJnKyq
b34a21a4-b265-42d4-a2c6-8059658196d5,Waterloo,Toronto,"2028-06-25 07:28:35",3,22,dJZgEXbCzpzErwLCdLKYJVNHhwuPETzGaOHgJybInOHAhGCLAUTBFMhGspKgOXPqInhYrPrDjGDcmxMujJtcigZSkvTNdQQOVxQyFNaIGPMmqbNvkpodKiyl
b6eae3f3-a675-4b5c-9b10-65c6ec630a1a,Waterloo,Toronto,"1997-10-02 10:59:49",1,65,wOmkilpXGKLPQgtCMsOFRzSMhqsNduGRYWkPbVuLHEblBMnqwMSEnFqSxIriJzaQLJCUYxLTxWJoChHbGPOGwBnChdcjpKFKaudhsgkVwfXgKMWcJmXPPMfb
b90f8b2f-78b7-483a-adfa-3ac4a18e5c26,Waterloo,Toronto,"2054-04-13 17:48:05",1,80,QljtQpVbCoKmLGuQIsfdEekjnuVrQrmAbBhfyqfjyVwmhPCVNQMKaDexEPIoSgdoOtZnacWDOLtDrZdbhIZjkEqmIKFXxFNRmCAcqCDLSPrpOwpEOYRzBPch
bb43e4e8-cb6c-496c-8ec1-757e3c9a1fa9,Waterloo,Toronto,"2063-09-08 14:23:20",1,31,SaJepwBnXrOmMHShrlQVswyLdQMGbNzLJgSkPuOBHGiMULYCwmIMaXmOrZIlkxqRjbXJuXcFepvrBBQuZoHxIbvHnbOydlgoMsLMEsFXfkbEALYbUvfoyQsC
bc4543f3-5021-4162-becb-87177412287f,Waterloo,Toronto,"1978-02-05 02:48:06",4,44,kggcDdqkTzcTwaRKInMPAoZQgTdXeZlUIyGRfpXMJLMAfsYSRvbycHYEUgMsYqbsVniujTQsuWMuQbVPCuphgULyCqznjBDzTPwQMdpQddBCkRPXONNcilWZ
c2d264d5-82dd-455f-920b-8a8d5350f31d,Waterloo,Toronto,"2025-08-07 15:24:18",4,70,DBQsqJlzRmEjIMTrEhVkvFPMmTSXAAvzfJiCQcGhxoPzMicfzGVqbIDxevDMkVeslelWnYXqxHhPkZJiEFovJiSmGPPQfLvfbDErwlVnEvZqAWworWIxkfnx
c5041ead-3952-4830-ab36-9be20c0f8ca9,Waterloo,Toronto,"2058-01-12 09:21:40",4,71,lJkaAPuYScKgHNQdUEkLRLicydyWHlFQjGDwsQDmxRARPtBMhgvEXVjcnVOzNEXKEqbTsoasXlESEotajLoFYDRTeYqJNhJcrKlgtXDSOaEauokQLpnfeMTj
c5bf15ef-63d1-44e8-b6c6-fa7607babd6b,Waterloo,Toronto,"1997-03-01 06:42:44",1,79,BSAwIJrRrALRMQplZmrDDimeCQNLwnrKCkddeAqVEOpcMDrMNSUrEtYqDGyUXmBclTKdsMkmSMFotkmedsjKQfoLnVkKgkmlMTOQnlSURxBGYwAOBLifQlZy
c91e25a3-428c-4130-adb6-917ba015276d,Waterloo,Toronto,"2015-05-21 06:15:51",4,58,uFkrwXDfddjxlPmIrVjPxUbSyCcjWfqsYzZKqnvktgsIiPGBhUTNcxnBeedmsDYLBfcBGFdgSZvtyQJublVpQCBoTZmAXcixbcZwPfFvCosvCZcBmYeJexkH
cbe32a0f-4d79-4f73-b823-4514e15887f2,Waterloo,Toronto,"2060-01-22 23:01:26",2,73,derJouMnXkkxuswqCSgkuYwBlaUgaWXMcpMNiMXbKOGgCZvxztkzYwXfUMZQnrPyCiKhYCHjwYdWrhyBikMGalKipDpWzNMMBdLjaFtnPtWENvjlrCRlFEeS
d6a8d321-619f-41ad-8ba0-735204ebe764,Waterloo,Toronto,"2040-08-16 03:32:44",1,46,QSdVMSrvqAqVkrWnXEETTIzzqSDJkBRrLNiEOnLDAnZJYigqQXExPztlYeyoorJTCWFfpKpeyfvlNGRAyEufjPcuxDgvLUlGQUBJjoyehNGcIUvQQyPVuJIS
d6ef83ca-3fb6-416a-93a7-bde9f28f285e,Waterloo,Toronto,"2010-03-09 15:37:48",1,75,pdiISTUASdfkRTYpWhyYayFfWEIBofuRbREPEqoaxeudXBbiOWBmyDcwdTNSzZynCsemsqoUdkWPdYnISOLVeQzqjIqLvwoqilYMgiXMvrJGTXmpKQiNbvqy
d9c5c7c1-d54e-46eb-9886-10ba10dd9285,Waterloo,Toronto,"2024-08-01 04:14:26",3,62,gslgVJSYJjAOOvqhfrlGJauHikICgHFQLOewEVhwpantVxgbqTpIXXQrxZedWdXuwjNFuAseoiCAMQNkCyqoCnREZbenXadwnhcPXQldrtVZqCAvoDmrPjVo
da361a1d-81b5-4be5-ab38-883acc813be3,Waterloo,Toronto,"2061-12-07 18:19:40",1,97,VyWQlnlLmsFNGcjqAjupdPIjYhDGrfQjEyORPlPnaqirNBvmzSzukTCcMcudXVzqAivRIwsDoJaCgfeaZmZErXqqfUSWQCDDgHGGyZPSmbPrsjzdRdxMQSIR
dafc8811-32b6-457a-b57c-f440e8eac13a,Waterloo,Toronto,"2063-04-13 14:12:16",3,72,kXpIyNqjQGJdUCrqjlZiPdrSzlHeNGlvvmmprusxnoEoezQPicoujoVmknhQrXsAXSEJGrTkXlAcbMGQDkHJuPOssYhbYCJUCvguBrszsROsGQwNWFloIYra
e56105f9-e733-4407-9bd2-d27451725c20,Waterloo,Toronto,"2063-07-17 01:46:31",4,9,xVxwhAdBRHJDgLdzWGYeRzexHSRQxgxldnDCPsPPdUDvONHskZVaQDOghFGhxBFMFRNOKuDevAjPnTEndxxfgjzoOyoqjSROAvmEVGlOeehiyXplFALyGDxc
ef8ffb88-bb35-4db1-97af-9c046cb6565e,Waterloo,Toronto,"1996-03-15 14:43:51",4,18,hReKGgQDkzSmtYvmGkivXRSixRxnFlrpUrKLwRMKdxmkQtEWbItqHRUXsjLwtkQsQjkcAhcAiKCbCggEwarlWntBAifUHXXyQqoddeRHWdyAebofygXIioon
efad0600-be5e-4e45-9587-a3e50ae1abbd,Waterloo,Toronto,"2028-03-05 22:48:27",1,81,CVBMjjBsYXAoTnzHdNzZkkVhRSduFOaniFmKtwpYJcplxgCcbhcGIZaXDxEVKTeJJzJBBaHgLwlioJrRKyQBMxwItLhgaOCsYmaDhzrcGwApPZJcFajYWssW
