post_id,pickup_location,dropoff_location,pickup_time,available_seats,price_per_seat,additional_info
b335066a-89b0-49a6-b74a-1616430bec4b,Waterloo,Toronto,"2070-11-24 14:03:02",1,24,aBtLiOfPrZRxpmASBfEWZULxwsbuOlasXTIysuWHCPigojgWPAfqTZNLQjpZVWPMjXHApXcuraQzlGGtLtGcdLnLApHNlAnrCdxmmxNXULIfwkappEjJnKyq
b3941052-8785-4b27-b51b-fea32f00bbca,Toronto,Waterloo,"2017-06-28 09:14:05",3,25,XefNoIDjkNsiWelOxdcExwimtKKcrBTyIRczCXNhJqnFWCHhGJNIWntDaTJEjuzWOVcwazQYslJboDQduubpgPEFyvNcFyKOycjgbkMkHYhvjNFIaWrQGBHm
860a29c3-82c7-4f06-9198-6996868abd14,Toronto,Waterloo,"1985-09-10 07:31:56",2,26,hRfjqBaKPlZxPrpPbDyhTFDijQFDvBDTmlCKtOdugoCsmUvtWlaIerIETrjNdJhnIJcftwPSIBsoIUYsCoWFuHsuknkeqsZBswZTbEFVrOYsQJeeSfdypWQD
f6f4239a-e8b9-4e44-a012-112ef85475d0,Toronto,Waterloo,"2007-06-11 23:27:41",3,27,KcphqdIMAVbOvsRowbtBFRNgogfvwLeIztXVPtImWTbCMARGblbeuYTgEzLaxQuzBnEbiFfxvqrAIYSfxtrGDXDpXiUqmZJFbLUieXqHHBdPLMTRccIxEPZP
7e5fe004-73ad-4306-abb4-991ce9991483,Toronto,Waterloo,"2054-05-19 02:24:14",2,28,UbuZZdhdaJGOUBhamRdPgHvvcFhrkKToXJicesipivdtbWhgPDdgoPboHbDpMmvIxsngSoyaBVQolgowyZMoaGNfBnzTkDsblaflcWdlVcadwlZETgvjNybo
86fa373e-9318-4356-a2ef-b4e62846ec35,Waterloo,Toronto,"2015-07-28 21:30:37",1,28,InoSbEZdtSKcsWiALLFuUDAmWaKaEgNXPPepQrHxIebhnRJpBHlvRfRWuXTFxVqTcdubsZDwqcGPEBzrAiKgdsbfqlNrwFcQYAFHiIzcGWYHPdEfPiRESVjm
29dba2e4-dee4-48b9-861f-249ca9acd7af,Waterloo,Toronto,"2008-03-05 20:28:45",1,30,NlykZqRRKeRSzFHzLEgkgJMeCbnrIJWEBFLNPzXlzarvDKUaZqmHcTvDSpbzSUWSHYPnBVPDVsGcgrRKIdxlYteAaZlylrHTilsHJOoKxSMQMljANrLdqrXz
58b122ba-2f25-407b-ba5b-01ce7f67eb8e,Toronto,Waterloo,"2037-03-01 22:19:44",3,30,QrkzLTeQeDZWXOMkiQnrmPhjuTOlOmbVMDumYHeFLKCfAWhqSMXVcyNkGmIIyUrwoWMzxIjTLrZPBChByemmSbdzUgELMHUoUpAJfwJrraQhiCuLnpqUvSvg
51a15075-d92c-4f33-8e1b-c6b9ddf90cc9,Toronto,Waterloo,"1995-09-30 15:56:45",2,31,snWkKYmaTHwRaktNXroyyhxEfJLOVkWhumohrHtbtJmzjsdBtjmPsKBAWhbGPpWMzMxPAJCqXsozyyqpfXjqBAIAtmsRUENhAsIJbUSImLNbuOPOiizMhCzs
bb43e4e8-cb6c-496c-8ec1-757e3c9a1fa9,Waterloo,Toronto,"2063-09-08 14:23:20",1,31,SaJepwBnXrOmMHShrlQVswyLdQMGbNzLJgSkPuOBHGiMULYCwmIMaXmOrZIlkxqRjbXJuXcFepvrBBQuZoHxIbvHnbOydlgoMsLMEsFXfkbEALYbUvfoyQsC
d035842f-49df-4a93-96ba-7306826b901b,Toronto,Waterloo,"2051-01-30 09:24:21",3,32,TlSpKOwPMZnAqGaAAJvCoyCQcIMJulkfBwDPdSxvoaXRNUEwobWcneDXHxKWdkpqeeALxJdxJUhBKvNjEtJoSHBYZcNeHxxGMsOIRHlwJBYFTXBxEVWNXvBv
2c818dbf-7457-48d9-8966-8a2663a8b1d5,Toronto,Waterloo,"2066-06-13 21:13:55",2,35,FjgOJvkFpFaBVxkFRCwUjHZKALZmtSjpSVsJdAQizidPHFeCxjLYeyBPeuqLKkjpKLicyeIrfEjEPuDQEGLHjQDgrPxpNZYBqGarvaERhlyUiGVwsegicScp
2e33b040-e660-4f1b-8663-7514e22b4af3,Toronto,Waterloo,"1975-08-20 10:26:22",2,35,bTpdXexYTTXyikrWyLEwUUyzzJRyxrnQObaUsOZunfoZbmuBYMiffDzekfkvdpjjjSiTcelczwMxzCJCxDGQDFLeiWjIclOLWWtPDgIAVrZTdHeRDuxOCjWv
563674ed-5b25-497b-bd71-9843889fd64d,Waterloo,Toronto,"2003-03-07 19:29:42",1,36,lSaGizeQqfMifsCnkFzWlwsARkvQzvOcZVRUaQKXvWFxVTkYgXyogzuUchEIlfINFtcFZxYXDlQntAbKVZLLOxRMgilejxUBDvpoLHMyNEtsltSpdGKvMIbo
f6feae81-f92e-4914-8fb0-ae0044ff2fad,Toronto,Waterloo,"1984-08-04 18:49:31",3,38,YvDzWmamYMcluvISCbCWwXIZuMtrNXLyhRLspwkWxYJDFeYCChjMbxhHfVTPGOVHuiHYzHpHazNXKRWQZlOuBwhZEuewVcUkDLetxkETPHChFWTXQOWdCGuA
fe9c7b06-83e4-4a9c-88d6-1d529d7b3ddd,Toronto,Waterloo,"2032-04-12 10:03:28",4,40,oYbyTWOzKQLEZRJtwNxaBDgxsTZdofkMQmslpdcklvWkYGgEneQgMooXJIsDIAGJsTEULSjrVMbtzTbIbUWTCILgFLTJzgQCluejNcqDWwpEVcczuVCnQsiz
026ba38d-0ddb-4c85-834d-4f192baa5d1e,Waterloo,Toronto,"2058-12-28 06:12:09",1,43,iIWiURkeLudmMEyBGNsRrydTOHbjqvrCRMLuwjUgOyecIwHTIkyJzGpIrBoaJEzfprKXpDaGVyLlAmGyCyFCZZMoAsisrwTCVDbIwbnNOJFkwpSUQzqiSpPs
92c6a107-8425-4823-9ea7-2e63c1ff6187,Toronto,Waterloo,"2009-05-04 08:48:44",1,43,xWYumabCIBvyDxKYBMSPvwHBhRojWxnyaVkyvAEjCbfrXfKWTUjDzjUBkFKjQAdfyCnCdgiimaJEsbFgMQeBiFyYjrwIrmnnCPKlwgNXcBPasmCMajDhJakm
bc4543f3-5021-4162-becb-87177412287f,Waterloo,Toronto,"1978-02-05 02:48:06",4,44,kggcDdqkTzcTwaRKInMPAoZQgTdXeZlUIyGRfpXMJLMAfsYSRvbycHYEUgMsYqbsVniujTQsuWMuQbVPCuphgULyCqznjBDzTPwQMdpQddBCkRPXONNcilWZ
1befb613-f7c5-4902-8a21-9f446c8e75cd,Toronto,Waterloo,"2055-12-09 12:18:03",4,45,GrhmzKGCQCfqNIcwLeyFPSrxLktZnDbsihTOiEoSOzkkkkOlYgDhNXGJbyQkKrVEPoOLsdzIpZOAjEjLNhYGIDNagabBzJWdonpovGNvZAyoQWLgdHOyAegH
3ebaafdb-3a6a-495e-ba40-5016477b6621,Toronto,Waterloo,"2016-06-14 01:11:35",4,45,NoyCWIJsxjIgfBcIsudRmMhEHwqrdUpRmOaBgTLGIBlGmJdXVBccyLlwZnsncfkzHyYDaawukCnFPpwTZqCxycyYjVZrjFnOHnNhkcYpIhimtToshOcRoSwk
d6a8d321-619f-41ad-8ba0-735204ebe764,Waterloo,Toronto,"2040-08-16 03:32:44",1,46,QSdVMSrvqAqVkrWnXEETTIzzqSDJkBRrLNiEOnLDAnZJYigqQXExPztlYeyoorJTCWFfpKpeyfvlNGRAyEufjPcuxDgvLUlGQUBJjoyehNGcIUvQQyPVuJIS
27f35070-23dc-4f2a-89f0-c1f1718f00d2,Waterloo,Toronto,"1992-10-11 10:17:36",2,47,nidsTZiNrugNzbMQhbvniEJWCkVceovVKnSwfhhmKJOYXVpcFwrcixahmHgAcSyGRUYjgFprcBRknJiKSEuGsluxKLeINCGSSkBLkpolOWJqDQhrEBMJYpTT
7a4e177e-9993-4a4a-83db-36a0a6998f2b,Waterloo,Toronto,"2068-01-05 09:53:43",4,47,nuUHSsSfmuyYksVJPpfogMlljfRKlyCoNcEoAYDzzGVssrSQpIlezLbvbtDiFoZRyJmfjhbdUGTYKVfPNjOroiAzFFCyKDWtxWimpLtfaWfZvHHIvUYAMbng
551b2105-6285-4dbd-8767-83d997c31e24,Toronto,Waterloo,"2049-05-02 14:41:48",1,48,diNcjXddfrDqmezMUSqeRVwYAHIeXXpLtFLbKhQDluwRWgAcuQrLRfHlFDSsxbdwTWdDzBOYEzZIrPdNqzilLngAGPuctdxlXQtegDWtWjJDejTecCpIopZS
baf6cdd0-310c-4e2a-942c-ddba2356261b,Toronto,Waterloo,"2020-04-10 21:07:15",2,48,VJYxDrwvOrBzHhGsYxMWyubBQcwIoevwrCTkqyDQtAAeAiBsHBsUvLCJfuoEvOjciDatEmDXyTgOdmsNpifDYxxJyMzgtBQjPGAaRenZXuFekvnrJSJbHMdl
069c7cf1-65d3-4d48-9a4a-60f25f1e19aa,Toronto,Waterloo,"1972-09-13 03:39:09",4,49,NCGhLWVgAfAJRLBnQsAaGmANXdMPfHBwOBbRcgnctKIRflXdizaEgCSCyNQboACSGsRRyXYlQqdLnjcQchhZtxqnlYeEESYvAtwTNRuNrAyBzwNRjvEuyQWB
2dd3a228-855b-46e6-91a5-7e70d7b569e1,Waterloo,Toronto,"1990-03-17 08:34:37",4,50,OiACvffDjRQFwClvDzkQrgmhxznPDEdpzuNDSbeNiIsvnlGFyNoUkcKBPWSmDQVPvlynYJLaMQxyPzBIzjKwhYqDKCopZQrePLEPmgvOrTAuTPlyYwcfIRaC
ae2e3740-ee3d-4901-81f8-5ce7c2d3b409,Waterloo,Toronto,"1986-05-27 14:51:39",1,50,gijmPesmUmlXmCnJvezeyQCXMdTZusibXRpqIxFikyKHRfnQSoMMEAZojXSGFHLFveogtLZPdLGLIvOIxVdStNerNCltrxRDwiWizDprsydlaBshVFKYuyei
3092307f-a71a-489c-b743-5aa88403c715,Toronto,Waterloo,"2021-05-30 10:17:32",3,52,SokHQUqxpNVwPkUZbNcsdJgPssRyPykeVSONjQJGGcxsvRsMZTQFujRGAgkZhnsFJRPjspvouCyJEJhpFnqanbtYcNGYMGaeDIPwwYRLPiFgzzkJLiBGcllR
53cc167d-feb9-4074-a18d-6020aeb2eb31,Waterloo,Toronto,"2009-12-09 10:26:44",4,53,CIjjfVPplQBSCmhHDxliyVicKoTPdSFSVLhIJuIRXPsUSiTJFOWfhmKkntGJIIrJzTenlaHACNIQSCyBTYLHrWNxAkdoHPBHkamaJNopTAHcWfFjDZmYnORA
a09732fc-dc39-4664-b846-e155af8676f9,Waterloo,Toronto,"1984-12-20 11:18:30",4,53,GwpqWUaxgyjDMinCfuEXgmHJEXUjFnjNoyUxtYeidmZAxylRdTATBlYMnLwnNdxjChNsCHxGseBuCkaRduZJzRNNNCWikKdrLirusbAYkbqqtootRWIPWDBJ
7ebaa354-eac5-4ac2-b066-2e355822811a,Toronto,Waterloo,"2027-01-13 20:27:57",1,54,dUylLqzGFONhLNdpOGIgWGJyMfNssbWMnYwMriFxwcezjPwCdZUOqmEWLzMqqhtlSguostFziDClpPVoTHPpqXGfBiugRwcFONcGpkkTbZChSEwXWtvlkGBS
06e693fa-93e7-4dbb-bccd-ac9c352234a1,Waterloo,Toronto,"2005-09-28 23:34:10",4,55,YyIgFpYIjEyZXQsvPLArjXZbaeCYXriwKgrSCPNKWwRybjCXRcTWLoDUkPzvVcEwTcmeoNDJVNAlSvKoEIYLDnaQeqFtlkSnhYjcdQoLOSrhjqwwvXBieKea
c0dfa82a-d5c3-481c-87b8-84f5fb14f996,Toronto,Waterloo,"2042-12-27 13:17:28",4,55,HeHgQaKABQNgXPFLZvgbELZfYhBHzswrLwnlWUwkNkuOIoiXgRPJuWDtjfpQQUABZKZOOvupIoksbmKMXvxnHSpRuPmjFzWzOsdrxeIktPPJgkkngteZutuO
23aaa43a-24a4-43e3-a7eb-fb93ad63d4a4,Waterloo,Toronto,"2063-03-06 01:32:40",3,56,fOKUvxoeKMiQeiDMgksDqEfgmdsfVquGWJCxvEXsbVKBhoTXBbSynTgJfhXkVJEWNFcfTaqeBItOJpZxJFyhliSRGFejTrZbzlrEplUZxdoZQnhcntkHBMWn
5677a2a1-636f-451e-87ce-dfcd33c17e99,Toronto,Waterloo,"2016-09-19 22:30:36",1,56,PcDMMicEtUyzCBqTanYbbTjmHYTFeOyUSPWyYonpdTqxhmyUFTGtiIsEzOmaaQcnDbyFjaWhILsRaCYZDzsJwJciCnbzSQgDmbFILAwyDeAqMoWbDSZyFXet
d169f5f3-61fa-416c-a91c-2ddf6dc9d0dd,Toronto,Waterloo,"1990-04-19 14:02:45",2,56,ODmFmREyTGtpMBnEcBgKEtKkieclWTbHbCqrJWLgVWXdVNUaCgicqkIJYIcVBdzEaUPyqdjLcZQpEtKBYIPiyybuJcxgcFplzxwLRDyTFWbKIkfgcbMYpRYa
d3a6bb2d-69a1-4062-8927-430d957db94e,Toronto,Waterloo,"2047-10-03 05:08:58",3,56,NhOtlJiPktNzbQTtBFqtQLFfPEvfiwRrpEmhMVulOdiiRhmsjWyODAfAiComeqLWGbdxYBeazRKfjawYCCTVnWQguBXstFaXzxjkoIeVCqaLcSQvrXpFDTcM
6a16ba1c-d4aa-4bfe-91a7-435b8b3aec8c,Waterloo,Toronto,"2064-04-05 19:29:16",3,57,cGXRqsimgDueBdQSOmWPuAGWATIoDAyzxpMpdQQqGOymMaNCVXlaAojRAjNgbpImOvTxaXnkOoZQFcSwwCexTKEOJNQJumFEPrAYObxkRrJaMYJOrTVSoPlr
7b3d1246-c305-4318-b7a1-641f7931639d,Waterloo,Toronto,"1979-08-05 07:29:09",1,58,XWZdOLgBXwWVSSYsXkYdZRQUfZCMwlElnZEJkUDdgEMuOsVEKesTSGPcaGefKXDzUtGnTOozvjKMQdwiYqZTIZGPLTWhUyarMofKmpMAJqhHOccGxllTymFC
c91e25a3-428c-4130-adb6-917ba015276d,Waterloo,Toronto,"2015-05-21 06:15:51",4,58,uFkrwXDfddjxlPmIrVjPxUbSyCcjWfqsYzZKqnvktgsIiPGBhUTNcxnBeedmsDYLBfcBGFdgSZvtyQJublVpQCBoTZmAXcixbcZwPfFvCosvCZcBmYeJexkH
cc2cef21-b8f1-4a07-ae20-403604fba1b2,Toronto,Waterloo,"2041-07-25 02:03:01",1,58,tnmzEnrGrfDevMTRJTedcjzSTCFFJonwVVqSgpdwLXcxSKaBnCcHfPGViNKBGeUyquSCIjsNcEzvsmXYYUHrHljJpJoiVePaQmfndCASQVbpsBOOzaXwGAmp
296f0724-d0d8-4a36-bda8-ad8346914e4f,Waterloo,Toronto,"2070-03-06 08:05:03",3,60,nqCjfjzKEstfJYLyFJQpXYZvWLChZBjRdOQvAVckRgimfIxOeWgbHEltWAFyWxICrZpXzsyicUCnfXimERkdfuFoDxzOYbFVVyMuoKgIwjWhpwoTkejLoCmZ
6da892f8-f7b4-4fc4-b1f2-fa5c148334a6,Waterloo,Toronto,"2016-08-22 05:43:43",2,62,lDSIJiTFnKgRxqVEIZRuYTgmyzhvMhKjokbBnShDzyYSaExeWGsrmJwKVjCvwpaxibVocREKUFzwQHHtPfNygtJFMiAsTKteSsplOqtSHwGaKjFlHPpVOdPh
d9c5c7c1-d54e-46eb-9886-10ba10dd9285,Waterloo,Toronto,"2024-08-01 04:14:26",3,62,gslgVJSYJjAOOvqhfrlGJauHikICgHFQLOewEVhwpantVxgbqTpIXXQrxZedWdXuwjNFuAseoiCAMQNkCyqoCnREZbenXadwnhcPXQldrtVZqCAvoDmrPjVo
a2ac0b7f-5fdd-4514-b30d-7e4de8389353,Waterloo,Toronto,"2062-09-11 03:17:14",3,63,jaLmCXpvtciNhKHYMmmQVFLrxieFsKbhwnyxySMNCgDwfYmuxvHjzkyZyxNttxEydzQWMITsVMtqgWbWRTUuUKHeYfWYVJMWSAfbQfwdUSzHOISfhsPxzSCK
ac1a314a-90b7-4c3e-9a64-bef4d8a17972,Toronto,Waterloo,"2072-11-15 04:02:07",4,63,iNZwHszQSWgfiyvJWeZPbACpUwRwtJmwKQzPzCkQRnNSpHTByOTnluuhBKUpBsiXVekEOxNimAxXpqNozqjsuRrjSyRFeFXSPawCKBtxlrFqQwnjLxYeNVsA
cf360ef6-371e-4a1f-8322-b09d88b1379a,Toronto,Waterloo,"2019-08-15 05:27:34",1,63,XkKjkBBSIfdzMmjNKhefULKoFBKmLEeIenWYkpiWfVvBHLbEaWRIRWCkktfLtxkDRAkDjPHQjwYQkWaMyPaYGVbOiIKFxPqKTaKWPkBJDzlxUciPIQoAluNu
26944521-8098-4edd-94ff-f44af9837372,Waterloo,Toronto,"1990-11-10 21:29:01",3,64,qVZAwFJWWjhFcAjvuXEtvlbnVlPyQymrHQFNOplXbaTyGyvFWDhxWlXNENFOdGybTnUoiRFQprvOwszcxugXWaNCnoeqslQJShcVbTlqojsYHabbibWzQJMj
